cabang,induk
4097,181
4098,181
4099,181
4100,181
4101,181
4102,302
4103,302
4104,302
4105,302
4106,302
4107,302
4108,302
4109,302
4110,302
4111,302
4112,302
4113,137
4114,137
4115,137
4116,137
4117,137
4118,408
4119,408
4120,137
4121,544
4122,137
4123,406
4124,406
4125,406
4126,406
4127,406
4128,107
4129,107
4130,107
4131,406
4132,406
4133,107
4134,107
4135,107
4136,406
4137,406
4138,107
4139,107
4140,406
4141,406
4142,406
4143,107
4144,107
4145,107
4146,107
4147,107
4148,406
4149,107
4150,107
4151,406
4152,406
4153,107
4154,406
4155,406
4156,25
4157,25
4158,25
4159,25
4160,25
4161,25
4162,25
4163,25
4164,25
4165,25
4166,25
4167,25
4168,25
4169,25
4170,25
4171,25
4172,25
4173,25
4174,25
4175,25
4176,25
4177,25
4178,25
4179,25
4180,25
4181,25
4182,25
4183,25
4184,25
4185,28
4186,28
4187,28
4188,28
4189,28
4190,28
4191,28
4192,28
4193,28
4194,28
4195,28
4196,28
4197,28
4198,28
4199,28
4200,28
4201,28
4202,28
4203,28
4204,28
4205,28
4206,28
4207,28
4208,28
4209,28
4210,28
4211,28
4212,28
4213,165
4214,165
4215,165
4216,165
4217,165
4218,165
4219,165
4220,165
4221,165
4222,165
4223,165
4224,165
4225,165
4226,165
4227,165
4228,165
4229,165
4230,165
4231,165
4232,165
4233,165
4234,165
4235,165
4236,165
4237,165
4238,165
4239,165
4240,165
4241,165
4242,116
4243,116
4244,116
4245,116
4246,116
4247,116
4248,116
4249,116
4250,116
4251,116
4252,116
4253,116
4254,116
4255,116
4256,116
4257,116
4258,116
4259,116
4260,116
4261,133
4262,133
4263,133
4264,133
4265,133
4266,133
4267,133
4268,133
4269,133
4270,133
4271,133
4272,133
4273,133
4274,133
4275,133
4276,133
4277,133
4278,133
4279,133
4280,133
4281,133
4282,133
4283,133
4284,133
4285,133
4286,133
4287,544
4288,544
4289,132
4290,132
4291,132
4292,132
4293,46
4294,46
4295,46
4296,46
4297,46
4298,46
4299,46
4300,46
4301,46
4302,46
4303,46
4304,46
4305,46
4306,46
4307,46
4308,46
4309,46
4310,46
4311,46
4312,46
4313,46
4314,46
4315,46
4316,46
4317,46
4318,46
4319,46
4320,46
4321,46
4322,46
4323,46
4324,46
4325,46
4326,354
4327,407
4328,408
4329,355
4330,355
4331,355
4332,355
4333,355
4334,355
4335,355
4336,355
4337,355
4338,355
4339,355
4340,355
4341,355
4342,355
4343,355
4344,355
4345,355
4346,355
4347,355
4348,75
4349,75
4350,75
4351,75
4352,75
4353,75
4354,75
4355,75
4356,75
4357,75
4358,75
4359,161
4360,161
4361,161
4362,161
4363,161
4364,161
4365,161
4366,161
4367,161
4368,161
4369,161
4370,161
4371,161
4372,161
4373,161
4374,161
4375,161
4376,161
4377,161
4378,161
4379,161
4380,161
4381,161
4382,161
4383,123
4384,123
4385,123
4386,123
4387,123
4388,123
4389,123
4390,123
4391,123
4392,123
4393,123
4394,123
4395,123
4396,123
4397,123
4398,123
4399,92
4400,92
4401,92
4402,92
4403,92
4404,92
4405,92
4406,92
4407,92
4408,92
4409,92
4410,92
4411,92
4412,92
4413,92
4414,92
4415,92
4416,92
4417,94
4418,94
4419,94
4420,94
4421,94
4422,94
4423,94
4424,94
4425,94
4426,94
4427,94
4428,94
4429,94
4430,94
4431,94
4432,94
4433,94
4434,94
4435,94
4436,132
4437,94
4438,94
4439,94
4440,94
4441,94
4442,100
4443,100
4444,100
4445,100
4446,100
4447,100
4448,100
4449,100
4450,100
4451,100
4452,100
4453,100
4454,100
4455,100
4456,100
4457,100
4458,100
4459,100
4460,100
4461,100
4462,100
4463,100
4464,100
4465,100
4466,100
4467,100
4468,100
4469,100
4470,147
4471,147
4472,147
4473,147
4474,147
4475,147
4476,147
4477,121
4478,121
4479,121
4480,121
4481,121
4482,121
4483,121
4484,121
4485,3
4486,3
4487,3
4488,3
4489,3
4490,3
4491,3
4492,3
4493,3
4494,143
4495,143
4496,143
4497,143
4498,143
4499,143
4500,143
4501,126
4502,126
4503,126
4504,126
4505,563
4506,333
4507,333
4508,333
4509,563
4510,303
4511,31
4512,31
4513,31
4514,31
4515,31
4516,31
4517,31
4518,31
4519,127
4520,127
4521,127
4522,127
4523,180
4524,180
4525,180
4526,244
4527,244
4528,244
4529,244
4530,244
4531,244
4532,244
4533,242
4534,242
4535,242
4536,242
4537,242
4538,209
4539,209
4540,243
4541,243
4542,243
4543,243
4544,243
4545,282
4546,282
4547,282
4548,282
4549,282
4550,282
4551,282
4552,282
4553,239
4554,239
4555,239
4556,239
4557,239
4558,239
4559,210
4560,210
4561,210
4562,210
4563,210
4564,82
4565,82
4566,82
4567,82
4568,82
4569,82
4570,82
4571,82
4572,82
4573,82
4574,163
4575,163
4576,163
4577,163
4578,214
4579,214
4580,214
4581,214
4582,214
4583,214
4584,214
4585,213
4586,213
4587,213
4588,306
4589,306
4590,249
4591,249
4592,249
4593,249
4594,249
4595,249
4596,183
4597,627
4598,183
4599,212
4600,212
4601,212
4602,333
4603,212
4604,212
4605,212
4606,241
4607,241
4608,241
4609,241
4610,241
4611,241
4612,241
4613,241
4614,241
4615,267
4616,267
4617,267
4618,274
4619,274
4620,274
4621,274
4622,274
4623,274
4624,274
4625,274
4626,233
4627,233
4628,233
4629,572
4630,572
4631,17
4632,572
4633,572
4634,572
4635,572
4636,17
4637,572
4638,572
4639,572
4640,17
4641,556
4642,572
4643,17
4644,272
4645,272
4646,272
4647,272
4648,24
4649,24
4650,24
4651,24
4652,24
4653,248
4654,248
4655,590
4656,248
4657,590
4658,590
4659,248
4660,248
4661,278
4662,278
4663,276
4664,276
4665,276
4666,276
4667,276
4668,276
4669,39
4670,39
4671,39
4672,39
4673,39
4674,39
4675,39
4676,39
4677,39
4678,246
4679,246
4680,246
4681,246
4682,246
4683,52
4684,52
4685,52
4686,52
4687,52
4688,52
4689,52
4690,52
4691,52
4692,52
4693,119
4694,119
4695,125
4696,125
4697,125
4698,125
4699,125
4700,125
4701,191
4702,191
4703,191
4704,191
4705,191
4706,191
4707,191
4708,191
4709,191
4710,79
4711,79
4712,79
4713,79
4714,79
4715,79
4716,17
4717,572
4718,17
4719,556
4720,17
4721,17
4722,556
4723,17
4724,273
4725,273
4726,273
4727,273
4728,273
4729,273
4730,273
4731,277
4732,277
4733,277
4734,157
4735,157
4736,157
4737,157
4738,157
4739,157
4740,157
4741,157
4742,157
4743,157
4744,114
4745,114
4746,114
4747,114
4748,114
4749,114
4750,114
4751,114
4752,114
4753,88
4754,88
4755,88
4756,88
4757,88
4758,88
4759,88
4760,88
4761,88
4762,88
4763,88
4764,93
4765,93
4766,93
4767,93
4768,93
4769,93
4770,93
4771,93
4772,93
4773,93
4774,124
4775,124
4776,124
4777,124
4778,124
4779,124
4780,124
4781,124
4782,124
4783,124
4784,124
4785,124
4786,124
4787,235
4788,141
4789,141
4790,141
4791,139
4792,442
4793,116
4794,139
4795,421
4796,12
4797,12
4798,12
4799,12
4800,12
4801,421
4803,188
4804,538
4805,208
4806,208
4807,208
4808,208
4809,208
4810,208
4811,208
4812,208
4813,208
4815,166
4816,166
4817,166
4818,207
4819,207
4820,207
4821,207
4822,207
4823,207
4824,62
4825,62
4826,62
4827,62
4828,305
4829,305
4830,305
4831,305
4832,80
4833,80
4834,80
4835,80
4836,80
4837,322
4838,322
4839,322
4840,322
4841,322
4842,322
4843,84
4844,84
4845,84
4846,84
4847,84
4848,84
4849,84
4851,89
4852,89
4853,89
4854,89
4855,304
4856,304
4857,304
4858,445
4859,382
4860,509
4861,445
4862,445
4863,120
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,260
4874,240
4875,240
4876,240
4877,240
4878,222
4879,222
4880,222
4881,222
4882,222
4883,222
4884,326
4885,326
4886,326
4887,326
4888,326
4889,326
4890,257
4891,257
4892,257
4893,308
4894,1081
4895,687
4896,561
4897,308
4898,253
4899,253
4900,253
4901,253
4902,253
4903,253
4904,253
4905,253
4906,253
4907,220
4908,220
4909,220
4910,220
4911,446
4912,1082
4913,307
4914,307
4915,307
4916,1082
4917,446
4918,446
4919,307
4920,446
4921,252
4922,252
4923,252
4924,252
4925,252
4926,252
4927,192
4928,192
4929,192
4930,192
4931,192
4932,216
4933,216
4934,216
4935,216
4936,216
4937,216
4938,216
4939,47
4940,47
4941,232
4942,232
4943,232
4944,232
4945,232
4946,232
4947,232
4948,232
4949,232
4950,232
4951,232
4952,218
4953,218
4954,218
4955,218
4956,218
4957,353
4958,353
4959,353
4960,1080
4961,1080
4962,353
4963,353
4964,224
4965,224
4966,224
4967,224
4968,224
4969,224
4970,224
4971,260
4972,260
4973,260
4974,260
4975,260
4976,260
4977,352
4978,352
4979,352
4980,352
4981,352
4982,352
4983,352
4984,352
4985,642
4986,343
4987,403
4988,50
4989,50
4990,187
4991,187
4992,187
4993,641
4994,187
4995,187
4996,641
4997,641
4998,187
4999,187
5002,187
5003,641
5004,641
5005,187
5006,641
5007,641
5008,641
5009,223
5010,223
5011,223
5012,223
5013,223
5014,223
5015,223
5016,223
5017,64
5018,64
5019,219
5020,219
5021,219
5022,219
5023,219
5024,219
5025,219
5026,219
5027,219
5028,219
5029,219
5030,219
5031,259
5032,259
5033,259
5034,259
5035,259
5036,259
5037,259
5038,259
5039,47
5040,217
5041,217
5042,217
5043,217
5044,195
5045,195
5046,195
5047,195
5048,195
5049,195
5050,195
5051,195
5052,195
5053,195
5054,309
5055,309
5056,221
5057,221
5058,221
5059,221
5060,221
5061,221
5062,221
5063,221
5064,221
5065,221
5066,221
5067,221
5068,258
5069,258
5070,258
5071,258
5072,258
5073,258
5074,258
5075,310
5076,310
5077,310
5078,225
5079,225
5080,225
5081,225
5082,225
5083,225
5084,225
5085,225
5086,225
5087,250
5088,250
5089,250
5090,250
5091,250
5092,281
5093,643
5094,643
5095,311
5096,311
5097,111
5098,111
5099,111
5100,111
5101,111
5102,111
5103,111
5104,111
5105,111
5106,111
5107,111
5108,118
5109,118
5110,118
5111,118
5112,118
5113,118
5114,118
5115,118
5116,118
5117,168
5118,168
5119,168
5121,168
5122,168
5123,168
5124,168
5125,27
5126,27
5127,27
5128,27
5129,27
5130,27
5131,27
5132,27
5133,27
5134,36
5135,36
5136,36
5137,36
5138,36
5139,36
5140,36
5141,36
5142,36
5143,36
5144,36
5145,36
5146,36
5147,36
5148,279
5149,279
5150,279
5151,279
5152,279
5153,279
5154,279
5155,279
5156,279
5157,279
5158,279
5159,279
5160,167
5161,167
5162,167
5163,167
5164,167
5165,167
5166,167
5167,54
5168,54
5169,54
5170,54
5171,54
5172,54
5173,54
5174,54
5175,54
5176,54
5177,54
5178,54
5179,54
5180,60
5181,60
5182,60
5183,60
5184,60
5185,60
5186,60
5187,60
5188,60
5189,60
5190,60
5191,60
5192,60
5193,60
5194,363
5195,363
5196,363
5197,363
5198,363
5199,363
5200,72
5201,72
5202,72
5203,72
5204,72
5205,72
5206,72
5207,60
5208,72
5209,72
5210,72
5211,72
5212,280
5213,280
5214,280
5215,226
5216,226
5217,226
5218,226
5219,103
5220,103
5221,103
5222,103
5223,103
5224,103
5225,103
5226,227
5227,227
5228,227
5229,227
5230,227
5231,227
5232,227
5233,227
5234,237
5235,237
5236,237
5237,237
5238,237
5239,237
5240,237
5241,237
5242,237
5243,237
5244,237
5245,237
5246,237
5247,314
5248,314
5249,314
5250,314
5251,314
5252,314
5253,638
5254,638
5255,238
5256,238
5257,638
5258,238
5259,238
5260,238
5261,638
5262,238
5263,638
5264,238
5265,638
5266,176
5267,176
5268,144
5269,144
5270,144
5271,144
5272,144
5273,144
5274,144
5275,144
5276,144
5277,144
5278,144
5279,144
5280,323
5281,323
5282,323
5283,323
5284,323
5285,323
5286,323
5287,323
5288,266
5289,266
5290,266
5291,266
5292,266
5293,266
5294,266
5295,367
5296,367
5297,633
5298,404
5299,367
5300,633
5301,336
5302,404
5303,238
5304,238
5305,633
5306,336
5307,367
5308,336
5309,404
5310,336
5311,336
5312,404
5313,633
5314,367
5315,633
5316,336
5317,367
5318,633
5319,633
5320,336
5321,336
5322,336
5323,367
5324,367
5325,404
5326,336
5327,367
5328,336
5329,367
5330,135
5331,1097
5332,1097
5333,135
5334,135
5335,637
5336,637
5337,637
5338,135
5339,135
5340,637
5341,113
5342,113
5343,113
5344,113
5345,113
5346,113
5347,113
5348,113
5349,113
5350,113
5351,113
5352,113
5353,113
5354,113
5355,228
5356,228
5357,228
5358,228
5359,228
5360,2062
5361,2062
5362,228
5363,2062
5364,228
5365,2062
5366,228
5367,2062
5368,85
5369,85
5370,85
5371,85
5372,85
5373,85
5374,85
5375,194
5376,194
5377,194
5378,194
5379,194
5380,154
5381,154
5382,154
5384,154
5385,154
5386,154
5387,99
5388,99
5389,99
5390,99
5391,99
5392,99
5393,99
5394,99
5395,283
5396,283
5397,283
5398,283
5399,283
5400,283
5401,283
5402,283
5403,283
5404,2
5405,2
5406,2
5407,2
5408,268
5409,268
5410,268
5411,1099
5412,696
5413,268
5414,1099
5415,169
5416,169
5417,169
5418,169
5419,169
5420,169
5421,169
5422,169
5423,169
5424,189
5425,189
5426,189
5427,15
5428,15
5429,15
5430,15
5431,15
5432,15
5433,15
5434,15
5435,15
5436,15
5437,15
5438,159
5439,159
5440,560
5441,560
5442,159
5443,560
5444,159
5445,615
5446,269
5447,615
5448,269
5449,615
5450,269
5451,269
5452,615
5453,615
5454,615
5455,269
5456,269
5457,269
5458,615
5459,231
5460,231
5461,231
5462,231
5463,231
5464,58
5465,58
5466,58
5467,58
5468,58
5469,58
5470,58
5471,58
5472,58
5473,58
5474,58
5475,58
5476,58
5477,58
5478,270
5479,270
5480,270
5481,270
5482,270
5483,270
5484,270
5485,270
5486,270
5487,321
5488,321
5489,321
5490,321
5491,321
5492,321
5493,231
5494,58
5495,321
5496,321
5497,321
5498,256
5499,256
5500,256
5501,256
5502,256
5503,256
5504,256
5505,256
5506,256
5507,256
5508,1079
5509,666
5510,1079
5511,1079
5512,1079
5513,331
5514,331
5515,331
5516,331
5517,331
5518,668
5519,284
5520,668
5521,668
5522,668
5523,622
5524,622
5525,171
5526,171
5527,171
5528,616
5529,271
5530,616
5531,616
5532,271
5533,271
5534,271
5535,271
5536,616
5537,616
5538,616
5539,169
5540,271
5541,271
5542,91
5543,91
5544,91
5545,91
5546,91
5547,91
5548,91
5549,91
5550,91
5551,91
5552,91
5553,91
5554,117
5555,117
5556,117
5557,117
5558,117
5559,117
5560,117
5561,117
5562,117
5563,117
5564,117
5565,174
5566,174
5567,174
5568,174
5569,174
5570,174
5571,175
5572,175
5573,175
5574,175
5575,175
5576,175
5577,175
5578,175
5579,318
5580,318
5581,318
5582,318
5583,318
5584,318
5585,318
5586,318
5587,318
5588,318
5589,357
5590,357
5591,357
5592,357
5593,357
5594,357
5595,357
5596,357
5597,357
5598,357
5599,357
5600,357
5601,357
5602,275
5603,275
5604,604
5605,8
5606,8
5607,8
5608,8
5609,8
5610,8
5611,8
5612,8
5613,8
5614,8
5615,115
5616,115
5617,115
5618,115
5619,115
5620,115
5621,115
5622,108
5623,108
5624,108
5625,108
5626,108
5627,108
5628,20
5629,20
5630,20
5631,20
5632,20
5633,20
5634,20
5635,20
5636,30
5637,30
5638,30
5639,30
5640,30
5641,30
5642,30
5643,30
5644,30
5645,30
5646,30
5647,30
5648,30
5649,155
5650,155
5651,155
5652,155
5653,155
5654,155
5655,155
5656,603
5657,155
5658,155
5659,603
5660,603
5661,155
5662,605
5663,603
5664,155
5665,605
5666,179
5667,179
5668,179
5669,179
5670,179
5671,179
5672,40
5673,40
5674,40
5675,40
5676,129
5677,129
5678,129
5679,129
5680,129
5681,129
5682,129
5683,129
5684,150
5685,150
5686,150
5687,150
5688,150
5689,150
5690,150
5691,150
5692,150
5693,150
5694,150
5695,150
5696,150
5697,130
5698,130
5699,130
5700,130
5701,130
5702,130
5703,130
5704,130
5705,130
5706,130
5707,130
5708,130
5709,130
5710,130
5711,130
5712,130
5713,315
5714,20
5715,315
5716,315
5717,315
5718,20
5719,315
5720,315
5721,20
5722,20
5723,160
5724,160
5725,160
5726,128
5727,128
5728,128
5729,128
5730,128
5731,128
5732,128
5733,138
5734,138
5735,138
5736,138
5737,138
5738,138
5739,342
5740,59
5741,342
5742,59
5743,59
5744,342
5745,342
5746,342
5747,59
5748,59
5749,59
5750,59
5751,342
5752,342
5753,342
5754,342
5755,59
5756,342
5757,342
5758,59
5759,59
5760,59
5761,342
5762,59
5763,342
5764,63
5765,63
5766,63
5767,63
5768,184
5769,184
5770,184
5771,358
5772,358
5773,358
5774,358
5775,358
5776,358
5777,358
5778,358
5779,358
5780,358
5781,358
5782,164
5783,164
5784,164
5785,164
5786,164
5787,164
5788,164
5789,324
5790,324
5791,324
5792,324
5793,324
5794,98
5795,285
5796,98
5797,285
5798,285
5799,98
5800,98
5801,98
5802,98
5803,131
5804,131
5805,131
5806,131
5807,285
5808,285
5809,285
5810,503
5811,285
5812,503
5813,285
5814,503
5815,503
5816,285
5817,156
5818,156
5819,156
5820,156
5821,156
5822,156
5823,156
5824,156
5825,156
5826,156
5827,156
5828,156
5829,10
5830,10
5831,10
5832,10
5833,10
5834,10
5835,10
5836,10
5837,10
5838,10
5839,10
5840,10
5841,10
5842,10
5843,215
5844,10
5845,14
5846,14
5847,14
5848,14
5849,14
5850,14
5851,14
5852,14
5853,14
5854,14
5855,14
5856,14
5857,14
5858,14
5859,14
5860,14
5861,14
5862,14
5863,14
5864,14
5865,14
5866,14
5867,14
5868,14
5869,190
5870,190
5871,190
5872,190
5873,190
5874,190
5875,190
5876,215
5877,215
5878,215
5879,215
5880,215
5881,16
5882,16
5883,16
5884,16
5885,16
5886,16
5887,22
5888,22
5889,22
5890,22
5891,22
5892,22
5893,22
5894,22
5895,22
5896,22
5897,22
5898,22
5899,22
5900,22
5901,22
5902,34
5903,34
5904,34
5905,34
5906,34
5907,34
5908,34
5909,34
5910,34
5911,34
5912,34
5913,34
5914,34
5915,34
5916,34
5917,34
5918,34
5919,34
5920,34
5921,38
5922,38
5923,38
5924,38
5925,38
5926,38
5927,38
5928,38
5929,38
5930,38
5931,38
5932,66
5933,66
5934,66
5935,66
5936,66
5937,66
5938,66
5939,66
5940,66
5941,66
5942,66
5943,66
5944,66
5945,66
5946,66
5947,66
5948,66
5949,66
5950,66
5951,66
5952,66
5953,66
5954,66
5955,66
5956,66
5957,66
5958,66
5959,66
5960,66
5961,66
5962,66
5963,66
5964,68
5965,68
5966,68
5967,68
5968,68
5969,68
5970,68
5971,68
5972,68
5973,68
5974,69
5975,69
5976,69
5977,69
5978,69
5979,69
5980,69
5981,69
5982,69
5983,69
5984,69
5985,69
5986,69
5987,69
5988,69
5989,69
5990,69
5991,69
5992,69
5993,76
5994,76
5995,76
5996,76
5997,76
5998,76
5999,76
6000,76
6001,76
6002,76
6003,76
6004,76
6005,76
6006,76
6007,76
6008,76
6009,76
6010,76
6011,76
6012,76
6013,76
6014,76
6015,76
6016,76
6017,76
6018,76
6019,76
6020,76
6021,76
6022,76
6023,76
6024,76
6025,142
6026,142
6027,142
6028,142
6029,142
6030,142
6031,142
6032,142
6033,142
6034,142
6035,142
6036,142
6037,142
6038,81
6039,81
6040,81
6041,81
6042,81
6043,81
6044,81
6045,81
6046,81
6047,81
6048,81
6049,325
6050,325
6051,83
6052,83
6053,325
6054,83
6055,325
6056,325
6057,83
6058,83
6059,101
6060,101
6061,101
6062,661
6063,661
6064,661
6065,101
6066,661
6067,101
6068,101
6069,101
6070,101
6071,661
6072,101
6073,101
6074,101
6075,661
6076,101
6077,661
6078,101
6079,661
6080,661
6081,661
6082,101
6083,661
6084,661
6085,101
6086,327
6087,327
6088,327
6089,327
6090,327
6091,327
6092,327
6093,327
6094,327
6095,327
6096,327
6097,327
6098,327
6099,327
6100,327
6101,327
6102,6
6103,6
6104,6
6105,6
6106,6
6107,6
6108,6
6109,7
6110,7
6111,7
6112,7
6113,7
6114,7
6115,7
6116,7
6117,7
6118,7
6119,7
6120,7
6121,7
6122,7
6123,7
6124,7
6125,7
6126,7
6127,7
6128,7
6129,7
6130,7
6131,7
6132,7
6133,7
6134,7
6135,7
6136,7
6137,7
6138,7
6139,7
6140,7
6141,7
6142,7
6143,7
6145,7
6146,9
6147,9
6148,9
6149,9
6150,9
6151,9
6152,9
6153,9
6154,9
6155,9
6156,9
6157,9
6158,9
6159,9
6160,9
6161,9
6162,9
6163,9
6164,9
6165,9
6166,9
6167,9
6168,9
6169,9
6170,9
6171,9
6172,9
6173,9
6174,9
6175,9
6176,9
6177,11
6178,11
6179,11
6180,11
6181,11
6182,11
6183,11
6184,11
6185,11
6186,11
6187,11
6188,11
6189,11
6190,11
6191,11
6192,11
6193,13
6194,13
6195,13
6196,13
6197,13
6198,13
6199,13
6200,13
6201,13
6202,13
6203,13
6204,13
6205,26
6206,26
6207,26
6208,26
6209,26
6210,26
6211,553
6212,21
6213,21
6214,21
6215,21
6216,21
6217,21
6218,21
6219,21
6220,21
6221,21
6222,21
6223,21
6224,21
6225,21
6226,21
6227,21
6228,21
6229,21
6230,21
6231,21
6232,21
6233,21
6234,21
6235,21
6236,21
6237,21
6238,21
6239,21
6240,23
6241,23
6242,23
6243,23
6244,23
6245,23
6246,23
6247,23
6248,23
6249,23
6250,23
6251,23
6252,33
6253,33
6254,33
6255,33
6256,33
6257,33
6258,33
6259,33
6260,33
6261,33
6262,33
6263,33
6264,33
6265,33
6266,33
6267,33
6268,33
6269,33
6270,33
6271,33
6272,33
6273,33
6274,33
6275,33
6276,33
6277,33
6278,33
6279,33
6280,33
6281,33
6282,33
6283,33
6284,33
6285,33
6286,41
6287,41
6288,41
6289,41
6290,41
6291,41
6292,41
6293,41
6294,41
6295,41
6296,41
6297,41
6298,41
6299,41
6300,41
6301,41
6302,41
6303,41
6304,41
6305,41
6306,41
6307,41
6308,41
6309,41
6310,41
6311,41
6312,41
6313,41
6314,41
6315,41
6316,41
6317,41
6318,44
6319,44
6320,44
6321,44
6322,44
6323,44
6324,44
6325,44
6326,44
6327,44
6328,44
6329,44
6330,44
6331,44
6332,44
6333,44
6334,44
6335,44
6336,44
6337,44
6338,44
6339,45
6340,45
6341,45
6342,45
6343,45
6344,45
6345,45
6346,45
6347,45
6348,45
6349,45
6350,45
6351,45
6352,45
6353,45
6354,45
6355,49
6356,49
6357,49
6358,49
6359,49
6360,49
6361,49
6362,49
6363,49
6364,49
6365,49
6366,49
6367,49
6368,429
6369,429
6370,429
6371,429
6372,51
6373,51
6374,51
6375,429
6376,429
6377,51
6378,429
6379,51
6380,51
6381,51
6382,429
6383,51
6384,51
6385,51
6386,344
6387,344
6388,344
6389,344
6390,51
6391,344
6392,344
6393,344
6394,344
6395,344
6396,344
6397,344
6398,344
6399,344
6400,344
6401,51
6402,344
6403,344
6404,344
6405,55
6406,55
6407,55
6408,55
6409,55
6410,55
6411,56
6412,56
6413,56
6414,56
6415,56
6416,56
6417,56
6418,56
6419,56
6420,56
6421,56
6422,56
6423,56
6424,56
6425,56
6426,56
6427,56
6428,56
6429,57
6430,57
6431,57
6432,57
6433,57
6434,57
6435,57
6436,57
6437,57
6438,57
6439,57
6440,57
6441,57
6442,57
6443,57
6444,57
6445,57
6446,57
6447,57
6448,57
6449,57
6450,67
6451,67
6452,67
6453,67
6454,67
6455,67
6456,67
6457,67
6458,67
6459,67
6460,67
6461,67
6462,67
6463,67
6464,61
6465,61
6466,61
6467,61
6468,61
6469,61
6470,61
6471,65
6472,65
6473,65
6474,65
6475,65
6476,65
6477,65
6478,65
6479,65
6480,65
6481,65
6482,65
6483,65
6484,65
6485,65
6486,65
6487,65
6488,65
6489,65
6490,70
6491,70
6492,70
6493,70
6494,70
6495,70
6496,70
6497,70
6498,70
6499,70
6500,70
6501,70
6502,70
6503,70
6504,70
6505,70
6506,73
6507,73
6508,73
6509,73
6510,73
6511,73
6512,73
6513,73
6514,73
6515,73
6516,73
6517,73
6518,73
6519,73
6520,73
6521,73
6522,73
6523,73
6524,73
6525,148
6526,148
6527,86
6528,86
6529,90
6530,90
6531,90
6532,90
6533,90
6534,90
6535,90
6536,90
6537,90
6538,90
6539,90
6540,90
6541,95
6542,95
6543,95
6544,95
6545,95
6546,95
6547,95
6548,95
6549,411
6550,177
6551,177
6552,177
6553,177
6554,177
6555,177
6556,177
6557,177
6558,177
6559,177
6560,177
6561,177
6562,109
6563,109
6564,109
6565,109
6566,109
6567,109
6568,109
6569,109
6570,109
6571,109
6572,109
6573,109
6574,109
6575,109
6576,109
6577,109
6578,109
6579,109
6580,109
6581,110
6582,110
6583,110
6584,110
6585,110
6586,110
6587,110
6588,110
6589,110
6590,110
6591,110
6592,110
6593,110
6594,110
6595,110
6596,110
6597,110
6598,110
6599,151
6600,151
6601,151
6602,151
6603,151
6604,151
6605,151
6606,151
6607,151
6608,4
6609,4
6610,4
6611,4
6612,4
6613,4
6614,4
6615,4
6616,4
6617,4
6618,4
6619,4
6620,4
6621,4
6622,4
6623,4
6624,4
6625,4
6626,4
6627,4
6628,4
6629,4
6630,236
6631,236
6632,410
6633,236
6634,236
6635,236
6636,236
6637,236
6638,236
6639,236
6640,236
6641,236
6642,236
6643,236
6644,236
6645,236
6646,173
6647,173
6648,173
6649,173
6650,173
6651,173
6652,182
6653,173
6654,173
6655,182
6656,173
6657,173
6658,173
6659,173
6660,173
6661,173
6662,173
6663,173
6664,173
6665,173
6666,173
6667,173
6668,173
6669,106
6670,106
6671,106
6672,106
6673,106
6674,106
6675,106
6676,106
6677,106
6678,106
6679,106
6680,106
6681,106
6682,106
6683,134
6684,134
6685,134
6686,134
6687,134
6688,134
6689,134
6690,134
6691,134
6692,134
6693,134
6694,134
6695,134
6696,134
6697,149
6698,149
6699,149
6700,149
6701,149
6702,149
6703,149
6704,149
6705,149
6706,149
6707,149
6708,149
6709,149
6710,149
6711,149
6712,149
6713,149
6714,149
6715,149
6716,149
6717,149
6718,149
6719,32
6720,32
6721,32
6722,32
6723,32
6724,32
6725,32
6726,32
6727,32
6728,32
6729,32
6730,32
6731,35
6732,35
6733,182
6734,35
6735,35
6736,35
6737,35
6738,35
6739,35
6740,35
6741,35
6742,35
6743,35
6744,35
6745,35
6746,35
6747,182
6748,182
6749,35
6750,35
6751,35
6752,35
6753,35
6754,35
6755,136
6756,136
6757,136
6758,136
6759,136
6760,136
6761,136
6762,136
6763,136
6764,136
6765,136
6766,136
6767,48
6768,48
6769,48
6770,48
6771,48
6772,48
6773,48
6774,48
6775,48
6776,48
6777,185
6778,185
6779,185
6780,185
6781,185
6782,185
6783,185
6784,185
6785,185
6786,185
6787,185
6788,185
6789,185
6790,185
6791,185
6792,251
6793,251
6794,251
6795,251
6796,251
6797,251
6798,251
6799,251
6800,251
6801,251
6802,251
6803,251
6804,262
6805,262
6806,262
6807,262
6808,262
6809,262
6810,74
6811,74
6812,74
6813,74
6814,74
6815,74
6816,74
6817,74
6818,74
6819,74
6820,74
6821,74
6822,77
6823,77
6824,77
6825,77
6826,77
6827,134
6828,134
6829,77
6830,77
6831,77
6832,134
6833,77
6834,77
6835,77
6836,77
6837,77
6838,77
6839,77
6840,78
6841,78
6842,78
6843,78
6844,78
6845,78
6846,78
6847,78
6848,78
6849,78
6850,78
6851,78
6852,78
6853,78
6854,78
6855,78
6856,78
6857,78
6858,247
6859,334
6860,334
6861,140
6862,140
6863,140
6864,140
6865,140
6866,140
6867,140
6868,140
6869,140
6870,140
6871,140
6872,140
6873,140
6874,140
6875,140
6876,140
6877,140
6878,140
6879,140
6880,140
6881,140
6882,140
6883,140
6884,140
6885,140
6886,140
6887,140
6888,140
6889,140
6890,140
6891,140
6892,182
6893,511
6894,182
6895,511
6896,182
6897,511
6898,511
6899,511
